gene_id,SAMN31934616,SAMN31934617,SAMN31934618,SAMN31934759,SAMN31934760,SAMN31934761
gene-TMC8|TMC8,78,49,74,23,41,66
gene-TMC6|TMC6,134,147,122,86,119,115
gene-TNRC6C|TNRC6C,2164,2057,2341,1615,1878,1462
gene-LOC111097282|LOC111097282,62,61,50,43,45,48
gene-LOC111097285|LOC111097285,70,51,77,68,63,44
gene-LOC111097286|LOC111097286,7,0,4,0,0,2
gene-LOC106559232|LOC106559232,69,53,56,32,4,19
gene-SEPTIN9|SEPTIN9,1030,774,1055,635,931,715
gene-LOC119873215|LOC119873215,8,0,0,0,0,0
gene-LOC119873218|LOC119873218,12,10,5,7,9,6
gene-LOC119873217|LOC119873217,13,13,8,7,5,5
gene-LOC119873216|LOC119873216,19,9,17,10,7,9
gene-LOC119873403|LOC119873403,25,17,33,8,5,25
gene-SEC14L1|SEC14L1,3130,2851,3228,2528,3041,2678
gene-LOC111097287|LOC111097287,11,12,15,0,3,5
gene-LOC102155513|LOC102155513,27,18,17,22,25,27
gene-MIR6516|MIR6516,103,125,113,155,182,191
rna-NR_128851.1|MIR6516,1,1,1,1,1,1
gene-LOC119873219|LOC119873219,5,6,6,0,0,4
gene-LOC102155567|LOC102155567,46,31,49,28,13,22
gene-MGAT5B|MGAT5B,1600,1361,1620,1011,1420,1271
gene-MFSD11|MFSD11,1039,910,1138,992,1300,1089
gene-SRSF2|SRSF2,2200,2046,2273,2216,2936,2463
gene-METTL23|METTL23,220,158,327,232,215,282
gene-JMJD6|JMJD6,530,425,488,364,469,389
gene-MXRA7|MXRA7,273,299,310,209,305,264
gene-LOC119873220|LOC119873220,342,341,383,255,321,274
gene-ST6GALNAC2|ST6GALNAC2,9,8,10,16,8,20
gene-LOC100856166|LOC100856166,159,148,219,239,259,278
gene-LOC119873483|LOC119873483,2,2,0,0,2,1
gene-LOC119873484|LOC119873484,5,5,2,3,4,3
gene-PRCD|PRCD,8,9,8,20,18,18
gene-CYGB|CYGB,148,104,133,133,144,121
gene-RHBDF2|RHBDF2,15,18,26,16,10,12
gene-SPHK1|SPHK1,177,180,132,134,176,170
gene-LOC111097290|LOC111097290,0,0,2,5,0,0
gene-UBE2O|UBE2O,2441,2126,2422,2140,2655,2109
gene-LOC106559235|LOC106559235,195,187,151,114,145,117
gene-LOC102156822|LOC102156822,11,13,9,9,27,17
gene-QRICH2|QRICH2,142,101,110,112,168,116
gene-PRPSAP1|PRPSAP1,681,493,577,551,693,651
gene-MIR8886|MIR8886,9,2,11,3,6,9
rna-NR_128848.1|MIR8886,1,1,1,1,1,1
gene-LOC102154825|LOC102154825,4,4,1,4,5,5
gene-UBALD2|UBALD2,190,182,183,124,197,144
gene-FOXJ1|FOXJ1,0,10,8,4,6,2
gene-LOC119873223|LOC119873223,0,0,1,0,0,0
gene-RNF157|RNF157,4013,4065,3993,2971,3699,3044
gene-LOC111097292|LOC111097292,18,0,7,13,14,13
gene-EXOC7|EXOC7,1845,1541,1791,1601,1925,1615
gene-ZACN|ZACN,21,10,25,9,10,0
gene-GALR2|GALR2,5,7,0,4,7,0
gene-SRP68|SRP68,1286,896,1197,848,1003,899
gene-EVPL|EVPL,112,71,86,55,92,98
gene-CDK3|CDK3,24,25,19,16,20,15
gene-TEN1|TEN1,199,157,210,140,162,160
gene-ACOX1|ACOX1,2631,2390,2757,2553,2983,2450
gene-FBF1|FBF1,223,205,190,138,293,166
gene-LOC111097293|LOC111097293,38,28,33,24,28,22
gene-MRPL38|MRPL38,420,308,367,341,318,348
gene-TRIM65|TRIM65,200,186,161,126,211,130
gene-TRIM47|TRIM47,94,57,90,52,94,52
gene-UNC13D|UNC13D,23,12,13,11,24,16
gene-WBP2|WBP2,4007,2894,3912,2731,3387,2996
gene-UNK|UNK,390,309,352,285,410,335
gene-LOC119873522|LOC119873522,7,7,10,12,10,7
gene-H3-3B|H3-3B,3598,2965,3560,3711,4248,3854
gene-ITGB4|ITGB4,258,228,167,75,140,120
gene-LOC119880366|LOC119880366,0,0,0,0,0,0
gene-GALK1|GALK1,76,76,64,48,72,70
gene-RECQL5|RECQL5,544,460,509,361,493,287
gene-SAP30BP|SAP30BP,632,419,664,559,741,621
gene-LOC106559216|LOC106559216,13,20,11,4,19,8
gene-SMIM6|SMIM6,47,38,19,30,37,25
gene-MYO15B|MYO15B,24,23,17,25,32,0
gene-LLGL2|LLGL2,30,20,20,0,17,34
gene-CASKIN2|CASKIN2,328,262,275,146,233,160
gene-TSEN54|TSEN54,108,103,98,98,151,106
gene-LOC111097294|LOC111097294,8,6,9,3,11,3
gene-TMEM94|TMEM94,1559,1143,1481,1463,1553,1260
gene-GRB2|GRB2,2766,1997,2967,2522,2515,2675
gene-LOC119873225|LOC119873225,15,8,16,6,14,6
gene-SLC25A19|SLC25A19,366,303,405,281,303,310
gene-MIF4GD|MIF4GD,316,193,282,191,274,204
gene-GGA3|GGA3,1863,1444,1839,1652,2143,1559
gene-TRNAK-CUU-16|TRNAK-CUU,0,2,0,0,0,0
gene-TRIM80|TRIM80,0,0,0,0,0,0
gene-TRNAR-CCU-7|TRNAR-CCU,0,0,1,0,0,0
gene-LOC119873531|LOC119873531,2,0,1,0,0,0
gene-MRPS7|MRPS7,809,646,827,631,845,697
gene-NUP85|NUP85,587,524,616,591,639,619
gene-SUMO2|SUMO2,3865,2987,3909,3171,3775,3407
gene-JPT1|JPT1,942,589,890,704,839,616
gene-NT5C|NT5C,138,133,141,97,153,86
gene-SLC16A5|SLC16A5,108,85,99,76,127,115
gene-KCTD2|KCTD2,2609,2259,2802,2984,3507,3070
gene-LOC106559238|LOC106559238,13,11,15,12,8,15
gene-TRNAR-UCG-2|TRNAR-UCG,1,1,0,1,0,1
gene-MRPL58|MRPL58,402,318,378,301,412,374
gene-CDR2L|CDR2L,283,286,268,151,211,181
gene-HID1|HID1,1229,940,1229,854,1269,908
gene-OTOP3|OTOP3,0,4,0,3,0,0
gene-USH1G|USH1G,18,4,12,26,49,29
gene-FADS6|FADS6,828,720,992,773,829,730
gene-FDXR|FDXR,122,120,119,146,196,149
gene-GRIN2C|GRIN2C,525,432,556,242,433,310
gene-TMEM104|TMEM104,191,159,184,107,170,150
gene-LOC119873227|LOC119873227,33,31,20,8,13,12
gene-NAT9|NAT9,353,276,357,206,448,361
gene-SLC9A3R1|SLC9A3R1,81,69,72,39,69,42
gene-RAB37|RAB37,139,222,88,49,66,68
gene-CD300LF|CD300LF,15,22,7,5,9,19
gene-CD300E|CD300E,0,12,10,7,9,17
gene-LOC106559220|LOC106559220,0,0,0,0,4,0
gene-LOC100855449|LOC100855449,3,10,0,13,25,18
gene-LOC100686047|LOC100686047,4,0,0,0,8,0
gene-LOC608824|LOC608824,5,8,7,6,7,8
gene-LOC609800|LOC609800,23,0,19,8,53,29
gene-CD300A|CD300A,13,15,22,6,22,19
gene-GPRC5C|GPRC5C,125,123,109,45,76,73
gene-KIF19|KIF19,248,241,354,261,249,224
gene-GPR142|GPR142,64,36,60,28,29,10
gene-BTBD17|BTBD17,95,94,90,62,49,38
gene-DNAI2|DNAI2,10,14,10,8,9,10
gene-TTYH2|TTYH2,327,267,274,199,226,180
gene-RPL38|RPL38,1065,979,1211,857,1086,1137
gene-LOC111097298|LOC111097298,0,0,4,0,0,0
gene-SDK2|SDK2,852,373,713,526,639,562
gene-LOC119880367|LOC119880367,5,0,5,5,6,4
gene-CDC42EP4|CDC42EP4,227,230,189,175,216,164
gene-C9H17orf80|C9H17orf80,369,295,361,314,351,280
gene-FAM104A|FAM104A,818,676,913,742,849,782
gene-COG1|COG1,1319,1146,1461,1077,1458,1142
gene-SLC39A11|SLC39A11,669,622,701,691,779,703
gene-SSTR2|SSTR2,791,804,916,844,913,857
gene-LOC119873460|LOC119873460,4,3,1,0,0,0
gene-LOC119873385|LOC119873385,15,14,10,2,11,5
gene-LOC119873232|LOC119873232,40,47,19,14,18,8
gene-LOC111097302|LOC111097302,0,0,0,0,0,0
gene-LOC119875846|LOC119875846,0,0,0,0,0,0
gene-LOC111097339|LOC111097339,0,1,0,0,0,0
gene-LOC119873512|LOC119873512,0,0,0,0,0,0
gene-LOC119873526|LOC119873526,0,0,0,0,0,0
gene-LOC119873509|LOC119873509,0,0,0,0,0,0
gene-LOC111095009|LOC111095009,550,408,606,289,529,231
gene-LOC111095050|LOC111095050,889,629,718,561,779,392
gene-LOC111097530|LOC111097530,1,0,0,0,0,0
gene-LOC119873236|LOC119873236,1,0,0,0,0,0
gene-LOC119873235|LOC119873235,69,67,38,52,30,26
gene-LOC111097304|LOC111097304,19,32,20,8,5,10
gene-SOX9|SOX9,148,142,105,61,93,80
gene-LOC102156400|LOC102156400,2,0,0,0,0,0
gene-LOC102156472|LOC102156472,16,0,5,14,13,13
gene-LOC119873408|LOC119873408,0,0,0,0,0,0
gene-LOC102156711|LOC102156711,1458,1533,1631,1330,1565,1403
gene-LOC119873233|LOC119873233,0,0,0,0,3,0
gene-LOC111097305|LOC111097305,20,26,4,0,0,5
gene-LOC119880524|LOC119880524,9,8,4,0,0,0
gene-LOC119880525|LOC119880525,614,671,590,315,443,295
gene-LOC102151133|LOC102151133,0,0,0,0,0,25
gene-LOC100683711|LOC100683711,168,210,174,106,145,109
gene-LOC480491|LOC480491,185,156,150,125,174,140
gene-LOC480492|LOC480492,1956,1546,1997,1493,1815,1182
gene-LOC119873242|LOC119873242,6,14,5,14,0,18
gene-RPRML|RPRML,24,11,30,19,19,8
gene-GOSR2|GOSR2,1187,831,1333,1329,1378,1250
gene-WNT9B|WNT9B,13,6,7,8,5,7
gene-WNT3|WNT3,88,81,75,60,81,67
gene-LOC102153147|LOC102153147,0,0,0,0,0,0
gene-NSF|NSF,31755,22649,31704,25594,31734,26936
gene-ARL17A|ARL17A,1453,1019,1386,1278,1483,1169
gene-LOC119873411|LOC119873411,6,2,5,12,7,6
gene-LOC119873241|LOC119873241,59,91,80,30,43,43
gene-LOC111097312|LOC111097312,11,11,17,12,20,13
gene-CRHR1|CRHR1,873,628,907,802,984,902
gene-MAPT|MAPT,3876,2572,3895,2207,2944,2401
gene-LOC119873239|LOC119873239,106,84,67,69,100,74
gene-MIR8885|MIR8885,47,40,37,42,61,54
rna-NR_128847.1|MIR8885,1,1,1,1,1,1
gene-CDC27|CDC27,3945,2949,4039,3623,3995,3864
gene-LOC119873237|LOC119873237,0,0,0,0,0,0
gene-ITGB3|ITGB3,105,94,109,44,66,43
gene-EFCAB13|EFCAB13,79,52,88,107,124,75
gene-LOC106558527|LOC106558527,284,171,284,149,206,167
gene-LOC119880537|LOC119880537,115,102,112,47,77,49
gene-PLEKHM1|PLEKHM1,636,467,606,368,577,348
gene-LOC490917|LOC490917,880,807,907,549,747,465
gene-LOC102154635|LOC102154635,1128,997,1146,825,1173,863
gene-LOC102154478|LOC102154478,1111,1008,1165,873,1156,858
gene-LOC119873247|LOC119873247,125,124,126,96,131,113
gene-LOC100688130|LOC100688130,8,8,8,4,2,4
gene-LOC106559243|LOC106559243,1805,1885,2032,1612,2252,1767
gene-LOC100688281|LOC100688281,365,351,412,394,490,383
gene-EFCAB3|EFCAB3,651,735,652,565,759,750
gene-METTL2A|METTL2A,417,332,513,436,552,502
gene-LOC111097317|LOC111097317,8,6,0,0,0,5
gene-LOC119873248|LOC119873248,68,41,47,50,87,51
gene-TLK2|TLK2,1289,1076,1455,1239,1412,1206
gene-MRC2|MRC2,677,596,539,434,616,513
gene-LOC119873453|LOC119873453,1,2,1,0,1,1
gene-MARCHF10|MARCHF10,43,85,53,25,30,24
gene-LOC102156027|LOC102156027,0,9,3,6,13,4
gene-LOC106559248|LOC106559248,109,166,33,27,31,51
gene-LOC111097318|LOC111097318,9,0,17,0,4,2
gene-LOC106559249|LOC106559249,112,66,129,98,109,64
gene-CYB561|CYB561,1288,1006,1256,1055,1448,1144
gene-TANC2|TANC2,4907,6041,5164,4556,4473,3582
gene-LOC111097319|LOC111097319,9,13,13,11,14,6
gene-ACE|ACE,3138,2315,2572,1999,2507,1497
gene-LOC100856208|LOC100856208,0,0,0,0,0,0
gene-KCNH6|KCNH6,14,15,20,38,25,30
gene-DCAF7|DCAF7,1540,1377,1511,1280,1654,1337
gene-TACO1|TACO1,896,787,921,986,1240,1040
gene-MAP3K3|MAP3K3,629,508,655,566,746,618
gene-STRADA|STRADA,616,484,579,573,683,663
gene-LOC111097320|LOC111097320,19,14,16,7,11,16
gene-LIMD2|LIMD2,330,252,397,280,308,331
gene-LOC119873249|LOC119873249,107,107,71,74,103,85
gene-CCDC47|CCDC47,3075,2760,2878,2457,2644,2550
gene-DDX42|DDX42,2677,2123,2843,2586,3058,2565
gene-FTSJ3|FTSJ3,632,471,676,379,419,357
gene-SMARCD2|SMARCD2,267,257,203,235,302,277
gene-LOC480476|LOC480476,0,0,0,0,4,0
gene-PSMC5|PSMC5,2736,2077,2690,1452,1710,1721
gene-GH1|GH1,7,14,6,0,6,9
gene-CD79B|CD79B,24,21,20,8,19,23
gene-ERN1|ERN1,321,281,319,202,322,243
gene-LOC119873254|LOC119873254,24,17,9,12,18,20
gene-LOC119873466|LOC119873466,1,0,1,1,2,0
gene-LOC119873412|LOC119873412,0,0,0,0,0,0
gene-LOC119873488|LOC119873488,2,2,0,3,4,4
gene-LOC119873504|LOC119873504,2,2,3,7,4,4
gene-TEX2|TEX2,4236,3454,4226,3450,4255,3705
gene-PECAM1|PECAM1,571,508,427,531,727,855
gene-MILR1|MILR1,63,57,51,43,55,60
gene-POLG2|POLG2,338,245,327,333,425,288
gene-DDX5|DDX5,13504,11620,13765,10759,13619,11480
gene-CEP95|CEP95,1432,1569,1527,1467,1700,1841
gene-SMURF2|SMURF2,848,811,811,616,766,655
gene-KPNA2|KPNA2,599,450,579,440,610,524
gene-C9H17orf58|C9H17orf58,215,207,236,287,264,235
gene-BPTF|BPTF,6397,5620,6042,5370,6067,4671
gene-LOC100686712|LOC100686712,0,0,0,0,0,0
gene-LOC119873491|LOC119873491,0,0,0,0,0,0
gene-LOC119873255|LOC119873255,6,0,5,0,8,0
gene-LOC100686787|LOC100686787,3,5,0,0,0,2
gene-PITPNC1|PITPNC1,2223,2308,2440,1481,1639,1537
gene-NOL11|NOL11,977,739,988,924,1148,890
gene-LOC480466|LOC480466,93,110,98,72,84,59
gene-PSMD12|PSMD12,2978,2377,3034,2384,2560,2389
gene-LOC111097528|LOC111097528,0,0,0,0,0,0
gene-LOC119873413|LOC119873413,3,0,0,0,0,4
gene-HELZ|HELZ,3110,2759,2906,2876,3165,2737
gene-LOC102154199|LOC102154199,0,0,0,0,0,0
gene-CACNG4|CACNG4,104,88,106,41,67,62
gene-CACNG5|CACNG5,327,303,271,219,336,291
gene-LOC106559242|LOC106559242,44,18,22,25,32,12
gene-LOC111097324|LOC111097324,42,62,48,26,37,28
gene-PRKCA|PRKCA,5345,5389,5601,4579,5187,4086
gene-LOC119873461|LOC119873461,1,4,0,2,0,0
gene-LOC111097325|LOC111097325,25,21,34,10,16,18
gene-APOH|APOH,0,0,0,0,6,0
gene-CEP112|CEP112,615,428,623,471,655,432
gene-LOC119873468|LOC119873468,0,0,2,0,0,1
gene-LOC111097327|LOC111097327,15,4,10,12,10,0
gene-LOC119873414|LOC119873414,19,12,17,18,15,13
gene-AXIN2|AXIN2,1189,1075,1061,578,793,714
gene-LOC102154925|LOC102154925,201,116,192,183,236,113
gene-RGS9|RGS9,109,100,77,102,103,91
gene-LOC111097329|LOC111097329,18,19,9,19,16,9
gene-LOC111097330|LOC111097330,11,8,9,12,23,15
gene-GNA13|GNA13,1877,1570,1853,1521,1836,1405
gene-LOC111097331|LOC111097331,10,8,8,8,5,11
gene-AMZ2|AMZ2,2385,1727,2410,1842,2266,2114
gene-SLC16A6|SLC16A6,364,291,295,147,261,214
gene-ARSG|ARSG,38,29,25,24,37,43
gene-WIPI1|WIPI1,406,316,425,328,512,411
gene-PRKAR1A|PRKAR1A,12919,8924,12776,10274,11692,10322
gene-FAM20A|FAM20A,160,128,171,128,133,160
gene-LOC119873416|LOC119873416,2,0,0,0,0,2
gene-ABCA8|ABCA8,469,432,440,445,564,514
gene-LOC119873458|LOC119873458,0,0,1,2,0,0
gene-LOC119873258|LOC119873258,0,0,0,0,0,0
gene-ABCA9|ABCA9,1778,1701,1468,1278,1601,1934
gene-ABCA6|ABCA6,91,89,71,69,66,99
gene-LOC100687518|LOC100687518,58,41,50,40,46,49
gene-ABCA5|ABCA5,3762,2812,3504,3028,3931,2986
gene-LOC111097334|LOC111097334,0,0,0,0,0,0
gene-LOC106559254|LOC106559254,23,38,26,30,40,38
gene-LOC100684380|LOC100684380,2,2,4,2,0,0
gene-MAP2K6|MAP2K6,2243,2426,2288,2472,2494,2451
gene-LOC119873419|LOC119873419,26,11,17,29,17,18
gene-LOC111097335|LOC111097335,0,0,0,6,0,8
gene-LOC106559255|LOC106559255,316,320,307,194,299,223
gene-LOC119880345|LOC119880345,20,10,7,15,26,16
gene-LOC119873259|LOC119873259,29,24,24,22,27,19
gene-KCNJ16|KCNJ16,1238,1288,1204,918,999,623
gene-LOC102157045|LOC102157045,36,42,39,22,17,15
gene-KCNJ2|KCNJ2,189,162,165,114,128,87
gene-LOC119873420|LOC119873420,0,5,6,0,0,0
gene-LOC119873421|LOC119873421,0,0,0,0,0,0
gene-LOC111097529|LOC111097529,0,0,0,0,2,0
gene-ARHGAP27|ARHGAP27,372,375,334,242,295,153
gene-LOC106559274|LOC106559274,4,0,3,0,0,0
gene-LOC111097342|LOC111097342,85,91,102,44,74,60
gene-SPATA32|SPATA32,6,4,5,0,6,6
gene-FMNL1|FMNL1,532,426,589,369,483,367
gene-MAP3K14|MAP3K14,305,241,296,162,333,246
gene-LOC119873262|LOC119873262,99,86,118,28,59,58
gene-LOC111097343|LOC111097343,86,64,67,17,43,27
gene-PLCD3|PLCD3,377,305,358,201,369,276
gene-HEXIM2|HEXIM2,71,70,79,52,61,40
gene-HEXIM1|HEXIM1,723,596,680,575,683,604
gene-ACBD4|ACBD4,200,182,180,108,84,93
gene-NMT1|NMT1,3574,3010,3732,3749,4347,3747
gene-DCAKD|DCAKD,222,160,208,159,215,159
gene-LOC119873263|LOC119873263,22,20,14,11,20,21
gene-LOC111097344|LOC111097344,4,0,0,0,0,0
gene-C1QL1|C1QL1,82,110,91,63,107,62
gene-KIF18B|KIF18B,0,0,2,0,0,0
gene-CCDC103|CCDC103,96,69,73,74,85,75
gene-EFTUD2|EFTUD2,1238,1033,1259,1201,1289,1213
gene-HIGD1B|HIGD1B,11,8,15,13,0,12
gene-GFAP|GFAP,17782,19227,12619,12443,16886,11302
gene-FAM187A|FAM187A,8,2,2,8,9,4
gene-GJC1|GJC1,28,19,43,30,23,46
gene-ADAM11|ADAM11,2543,2103,2725,1903,2567,1965
gene-DBF4B|DBF4B,131,129,141,119,147,115
gene-CCDC43|CCDC43,813,707,830,782,879,805
gene-MEIOC|MEIOC,23,25,22,44,37,41
gene-FZD2|FZD2,110,62,74,47,52,21
gene-LOC111097345|LOC111097345,0,0,5,7,0,7
gene-GPATCH8|GPATCH8,1413,1459,1387,1296,1641,1449
gene-ITGA2B|ITGA2B,47,43,41,18,38,27
gene-FAM171A2|FAM171A2,524,338,566,435,673,450
gene-GRN|GRN,396,285,327,238,408,309
gene-SLC25A39|SLC25A39,674,647,682,448,620,513
gene-RUNDC3A|RUNDC3A,5638,3923,5509,4327,5607,4354
gene-UBTF|UBTF,2013,1625,2044,1490,1843,1514
gene-ATXN7L3|ATXN7L3,3528,3092,3793,2826,3744,3098
gene-TMUB2|TMUB2,859,627,933,680,984,736
gene-ASB16|ASB16,4,11,14,16,33,25
gene-HROB|HROB,0,9,10,4,5,6
gene-HDAC5|HDAC5,2480,1787,2344,1611,2275,1657
gene-G6PC3|G6PC3,198,143,188,141,203,169
gene-LSM12|LSM12,806,602,777,650,752,639
gene-TMEM101|TMEM101,209,176,242,238,359,289
gene-NAGS|NAGS,18,11,9,11,17,12
gene-PYY|PYY,4,0,0,0,0,0
gene-LOC106559282|LOC106559282,29,24,27,24,27,31
gene-PPY|PPY,0,0,8,0,0,0
gene-MPP2|MPP2,2442,1811,2549,2377,2858,2302
gene-CD300LG|CD300LG,8,9,8,8,11,0
gene-MPP3|MPP3,1119,1027,1185,772,1197,1033
gene-CFAP97D1|CFAP97D1,0,0,7,0,0,6
gene-DUSP3|DUSP3,6233,3553,5061,5737,6098,5407
gene-SOST|SOST,3,5,7,0,0,7
gene-LOC100682571|LOC100682571,5,4,5,6,5,3
gene-MEOX1|MEOX1,44,70,44,26,69,26
gene-LOC111097347|LOC111097347,0,0,0,0,0,0
gene-ETV4|ETV4,57,67,60,17,23,25
gene-DHX8|DHX8,1179,1333,1101,1018,1236,1128
gene-ARL4D|ARL4D,553,419,612,514,585,552
gene-LOC119873485|LOC119873485,2298,3903,4067,2050,3534,4377
gene-LOC119880621|LOC119880621,6,18,8,7,13,20
gene-LOC119873495|LOC119873495,2957,4752,5243,2513,4217,5367
gene-LOC119876683|LOC119876683,6387,10557,11312,5505,9534,11789
gene-LOC119875697|LOC119875697,266,250,183,134,156,181
gene-LOC119875699|LOC119875699,6437,10600,11395,5526,9562,11972
gene-LOC119875698|LOC119875698,5971,10170,10548,5036,8872,10822
gene-LOC111097391|LOC111097391,29,23,10,35,33,25
gene-LOC609690|LOC609690,189,185,189,186,230,176
gene-LOC102153130|LOC102153130,35,17,27,21,34,20
gene-LOC102153179|LOC102153179,113,79,97,141,115,89
gene-LOC119876686|LOC119876686,11,21,16,19,39,111
gene-CCDC200|CCDC200,14,19,13,7,5,4
gene-TMEM106A|TMEM106A,73,78,48,39,53,60
gene-NBR1|NBR1,5293,4407,5066,4792,5698,5074
gene-BRCA1|BRCA1,123,148,116,100,91,102
gene-RND2|RND2,364,321,319,178,267,221
gene-VAT1|VAT1,648,394,532,309,514,384
gene-IFI35|IFI35,74,64,45,45,71,51
gene-RPL27|RPL27,3602,2979,3580,3370,3969,3704
gene-PTGES3L|PTGES3L,114,101,159,114,139,102
gene-RUNDC1|RUNDC1,1104,911,1080,888,1134,919
gene-LOC480510|LOC480510,1410,1064,1422,1137,1271,1171
gene-G6PC1|G6PC1,0,2,0,9,7,0
gene-AOC3|AOC3,34,7,4,10,15,25
gene-AOC2|AOC2,53,54,33,46,62,63
gene-PSME3|PSME3,729,538,792,599,761,597
gene-CNTD1|CNTD1,11,7,17,9,19,12
gene-WNK4|WNK4,103,67,68,35,93,68
gene-BECN1|BECN1,3639,2941,3619,3030,3049,3103
gene-CCDC56|CCDC56,780,594,778,761,838,757
gene-VPS25|VPS25,625,520,570,529,654,545
gene-RAMP2|RAMP2,284,223,295,140,210,217
gene-CCR10|CCR10,13,16,17,14,10,11
gene-EZH1|EZH1,2250,1800,2134,2031,2603,2255
gene-CNTNAP1|CNTNAP1,5394,4369,5074,3937,5029,4020
gene-PLEKHH3|PLEKHH3,75,90,90,49,67,61
gene-LOC100856176|LOC100856176,578,529,658,529,622,510
gene-TUBG1|TUBG1,514,387,586,422,462,398
gene-RETREG3|RETREG3,1003,841,1066,1007,1263,1007
gene-PSMC3IP|PSMC3IP,104,39,97,88,113,104
gene-MLX|MLX,1139,816,1130,947,1108,1081
gene-COASY|COASY,452,387,430,327,491,374
gene-HSD17B1|HSD17B1,50,55,46,41,55,22
gene-NAGLU|NAGLU,466,485,452,389,447,403
gene-ATP6V0A1|ATP6V0A1,9115,7137,9361,9203,9468,8191
gene-CAVIN1|CAVIN1,616,637,445,297,664,539
gene-STAT3|STAT3,1722,1592,1696,1647,1977,1721
gene-STAT5A|STAT5A,233,204,293,194,413,296
gene-LOC119873266|LOC119873266,0,0,0,0,0,0
gene-STAT5B|STAT5B,1638,1304,1769,1343,1682,1348
gene-GHDC|GHDC,214,207,243,209,264,245
gene-HCRT|HCRT,0,3,5,0,0,0
gene-KCNH4|KCNH4,204,222,201,61,95,62
gene-RAB5C|RAB5C,1072,853,1080,706,938,882
gene-LOC119873267|LOC119873267,12,12,16,4,10,13
gene-DHX58|DHX58,153,132,153,80,166,140
gene-HSPB9|HSPB9,2,1,2,0,4,2
gene-KAT2A|KAT2A,1141,895,976,709,892,744
gene-LOC490972|LOC490972,96,111,123,93,149,84
gene-NKIRAS2|NKIRAS2,293,248,335,247,359,279
gene-ODAD4|ODAD4,263,160,224,186,201,172
gene-DNAJC7|DNAJC7,2407,1808,2393,2049,2239,2049
gene-CNP|CNP,4713,5783,3841,3576,3714,3660
gene-ACLY|ACLY,5425,4310,6020,4373,5426,4331
gene-KLHL10|KLHL10,7,12,9,7,5,6
gene-KLHL11|KLHL11,5534,4700,5183,5597,6409,5488
gene-NT5C3B|NT5C3B,2591,1927,2573,2169,2311,2115
gene-FKBP10|FKBP10,104,87,126,62,106,89
gene-P3H4|P3H4,74,85,70,36,76,62
gene-JUP|JUP,576,522,542,482,574,450
gene-HAP1|HAP1,1433,1306,1502,1339,1591,1181
gene-EIF1|EIF1,2523,2233,2835,2628,2477,2462
gene-LOC111097352|LOC111097352,0,6,11,0,3,9
gene-KRT42|KRT42,50,81,36,25,52,58
gene-KRT17|KRT17,9,0,4,0,8,0
gene-KRT9|KRT9,0,0,0,0,0,0
gene-KRT19|KRT19,5,0,0,6,13,0
gene-KRT33B|KRT33B,0,0,0,0,0,0
gene-KRT33A|KRT33A,0,0,0,0,0,0
gene-LOC119873272|LOC119873272,2,0,1,0,1,1
gene-LOC119879896|LOC119879896,2,1,1,0,2,1
gene-LOC100685086|LOC100685086,2,0,1,0,1,1
gene-LOC100686048|LOC100686048,4,0,2,0,0,2
gene-LOC100686193|LOC100686193,1,0,0,0,0,2
gene-LOC490996|LOC490996,2,0,1,0,1,3
gene-LOC100685165|LOC100685165,2,0,0,0,0,1
gene-LOC100685322|LOC100685322,2,2,3,4,2,5
gene-LOC100685403|LOC100685403,3,6,5,0,0,2
gene-LOC608045|LOC608045,1,1,4,0,1,2
gene-LOC102157302|LOC102157302,3,3,2,1,4,5
gene-LOC102151604|LOC102151604,7,7,10,6,13,7
gene-LOC102151404|LOC102151404,5,7,11,4,16,7
gene-LOC102151268|LOC102151268,4,11,11,5,2,7
gene-KRTAP3-1|KRTAP3-1,12,8,10,12,5,3
gene-LOC102151831|LOC102151831,9,8,10,8,5,4
gene-KRT10|KRT10,257,245,316,157,186,190
gene-KRT40|KRT40,32,48,43,32,18,30
gene-LOC106559288|LOC106559288,117,91,113,57,87,55
gene-KRT39|KRT39,56,63,71,42,60,43
gene-KRT23|KRT23,79,47,46,61,39,87
gene-KRT20|KRT20,26,34,34,25,17,31
gene-LOC119873274|LOC119873274,80,83,79,66,72,68
gene-KRT12|KRT12,43,38,38,52,47,46
gene-KRT27|KRT27,0,0,0,0,4,6
gene-KRT28|KRT28,8,0,16,0,8,16
gene-LOC119873426|LOC119873426,0,0,0,0,0,0
gene-KRT26|KRT26,0,0,0,0,0,0
gene-KRT25|KRT25,12,9,16,0,12,18
gene-KRT24|KRT24,76,93,144,29,68,63
gene-KRT222|KRT222,2704,2329,3060,2334,2508,2464
gene-SMARCE1|SMARCE1,1079,788,1041,721,852,737
gene-CCR7|CCR7,0,0,2,0,0,0
gene-LOC111097354|LOC111097354,0,0,0,0,0,0
gene-TNS4|TNS4,0,3,4,0,0,0
gene-MIR8888|MIR8888,0,0,0,0,0,0
rna-NR_128850.1|MIR8888,0,0,0,0,0,0
gene-LOC106559289|LOC106559289,54,45,49,35,33,49
gene-LOC111097355|LOC111097355,0,0,0,0,0,0
gene-TOP2A|TOP2A,26,28,23,13,23,16
gene-IGFBP4|IGFBP4,317,285,220,226,301,258
gene-GJD3|GJD3,5,7,9,8,12,7
gene-LOC102153525|LOC102153525,20,17,15,11,14,10
gene-RARA|RARA,157,161,147,92,151,97
